ARPU,Internet Usage,Voice Usage,SMS Usage,Customer Segment,Gender,Location,Age,Churn
479,425,201,247,Lifestyle,M,Chandigarh,30-35,47
194,320,279,465,Travel,F,Bangalore,30-35,7
323,370,258,318,Lifestyle,M,Delhi,45-50,15
332,124,264,417,Banking,F,Delhi,50-55,31
496,286,195,433,Food,F,Pune,35-40,97
105,330,445,274,Banking,M,Delhi,50-55,38
232,401,265,390,Lifestyle,M,Jodhpur,35-40,2
284,479,282,413,War,M,Jodhpur,30-35,17
304,189,372,163,Hacking,M,Mysore,30-35,79
417,367,197,248,War,M,Mysore,25-30,18
311,219,169,451,Lifestyle,M,Jaipur,60-65,54
355,428,403,380,Travel,F,Mumbai,60-65,16
479,390,388,404,War,F,Mumbai,35-40,2
481,430,417,363,Food,M,Chandigarh,60-65,94
335,368,187,121,Banking,F,Chandigarh,25-30,69
232,189,174,390,War,M,Mysore,35-40,74
185,389,490,402,Lifestyle,M,Chandigarh,60-65,67
336,491,348,195,Hacking,M,Bangalore,25-30,60
361,329,232,247,Banking,M,Jodhpur,40-45,76
421,102,401,391,Lifestyle,F,Jodhpur,50-55,60
433,293,318,148,War,F,Chandigarh,50-55,24
424,311,156,435,Hacking,M,Jodhpur,50-55,22
181,469,449,197,Banking,F,Mumbai,45-50,73
430,334,429,408,Banking,M,Delhi,20-25,53
204,424,344,118,Hacking,M,Pune,35-40,11
398,438,139,115,War,F,Jaipur,50-55,79
471,266,398,212,Lifestyle,M,Pune,55-60,57
346,451,269,401,Lifestyle,M,Jaipur,65-70,33
170,108,336,444,Lifestyle,M,Chandigarh,65-70,97
499,104,373,334,Food,M,Mumbai,20-25,64
285,182,121,343,War,F,Chandigarh,35-40,58
425,270,287,289,Food,F,Chandigarh,50-55,35
118,333,424,443,Lifestyle,F,Chandigarh,30-35,75
330,375,138,240,Banking,F,Pune,65-70,47
146,334,237,383,War,M,Jodhpur,30-35,83
438,261,289,479,Lifestyle,F,Pune,40-45,22
307,478,152,236,Hacking,F,Mysore,35-40,0
158,335,106,486,War,M,Chennai,20-25,80
447,304,251,299,Banking,F,Mumbai,60-65,29
245,431,287,131,Travel,M,Pune,20-25,59
116,133,282,312,Food,F,Chandigarh,60-65,38
301,308,243,234,Lifestyle,M,Mysore,50-55,46
142,343,285,265,Hacking,F,Mysore,20-25,93
430,264,120,227,Food,M,Delhi,40-45,94
166,210,294,149,Travel,M,Mysore,20-25,20
480,494,162,379,War,F,Chandigarh,25-30,95
216,121,275,388,Hacking,F,Mysore,20-25,44
327,323,332,426,Food,M,Jaipur,45-50,93
496,428,360,265,Banking,M,Chennai,65-70,79
107,320,412,457,War,M,Jodhpur,65-70,34
317,467,483,368,War,F,Chandigarh,20-25,62
228,356,324,183,Food,M,Pune,55-60,60
483,489,428,166,War,F,Delhi,55-60,57
421,237,257,411,Travel,F,Mysore,50-55,97
110,102,421,201,Lifestyle,F,Chandigarh,45-50,30
462,234,373,402,Food,M,Jaipur,45-50,81
413,241,215,174,Lifestyle,F,Chandigarh,30-35,49
221,177,456,217,War,M,Jodhpur,20-25,25
192,267,334,131,Hacking,M,Bangalore,35-40,77
114,295,291,477,Banking,F,Chennai,65-70,28
240,491,234,143,Travel,M,Jaipur,25-30,13
142,353,176,129,Hacking,M,Jaipur,30-35,94
417,481,409,194,Hacking,F,Jodhpur,50-55,19
212,158,290,140,Travel,F,Mysore,20-25,84
179,480,136,400,Lifestyle,F,Jodhpur,55-60,6
453,384,436,284,Hacking,M,Jaipur,55-60,72
277,179,161,199,Travel,F,Jodhpur,30-35,8
416,451,476,486,Travel,M,Jaipur,55-60,41
424,221,216,100,Lifestyle,F,Pune,25-30,73
214,460,449,225,Food,M,Chandigarh,55-60,53
199,283,242,132,Food,M,Chandigarh,30-35,86
437,422,296,281,Banking,M,Mysore,35-40,44
117,197,348,419,Travel,F,Chandigarh,55-60,39
248,199,196,471,Banking,M,Jodhpur,50-55,20
312,195,228,249,Travel,F,Pune,55-60,1
221,377,498,475,Travel,F,Jaipur,55-60,73
303,359,392,253,War,F,Jaipur,30-35,24
141,471,403,331,Food,M,Mumbai,45-50,28
370,150,336,219,War,M,Bangalore,60-65,6
101,159,408,239,Banking,M,Bangalore,40-45,0
268,161,385,378,Food,F,Chandigarh,55-60,10
166,134,174,170,Travel,M,Jaipur,60-65,7
244,179,114,406,Travel,M,Chandigarh,30-35,52
439,392,266,393,War,M,Chandigarh,55-60,24
481,441,285,154,Banking,M,Jaipur,25-30,35
378,349,165,487,Lifestyle,M,Jodhpur,35-40,30
149,408,250,175,Hacking,M,Mysore,30-35,79
237,495,327,356,War,F,Jodhpur,25-30,33
138,313,228,475,Travel,F,Pune,50-55,97
300,294,397,159,Hacking,F,Pune,45-50,14
113,235,195,232,Hacking,M,Chandigarh,30-35,36
268,284,470,350,War,M,Mumbai,60-65,23
112,292,183,128,Hacking,M,Delhi,25-30,16
207,352,427,202,War,M,Chennai,45-50,30
164,100,107,336,War,F,Mysore,50-55,92
159,336,130,124,Travel,F,Mysore,60-65,93
161,467,303,158,Food,F,Mumbai,20-25,11
485,305,439,320,Hacking,F,Mysore,30-35,4
130,311,291,415,Banking,F,Delhi,20-25,26
401,254,282,221,Hacking,F,Delhi,25-30,36
236,474,205,134,Hacking,F,Jaipur,30-35,21
197,170,185,189,Lifestyle,F,Chennai,35-40,92
117,179,172,324,War,M,Delhi,45-50,89
308,470,457,373,Food,F,Mysore,65-70,14
171,370,208,470,Banking,M,Delhi,25-30,95
145,475,275,297,Travel,M,Delhi,60-65,58
227,309,288,367,War,M,Mumbai,50-55,77
455,273,242,182,Food,M,Chennai,65-70,70
379,266,279,254,Food,M,Bangalore,55-60,50
190,194,397,413,Travel,F,Bangalore,30-35,85
322,397,433,326,Travel,F,Chandigarh,25-30,41
478,341,385,120,Food,F,Bangalore,25-30,36
129,479,108,182,War,M,Mumbai,55-60,96
299,172,188,416,War,F,Chandigarh,60-65,22
328,396,400,260,Hacking,M,Mysore,50-55,20
280,277,239,403,Food,M,Delhi,20-25,42
450,417,161,227,Lifestyle,M,Bangalore,30-35,77
391,453,174,315,Banking,M,Chennai,20-25,33
243,257,436,373,Travel,F,Jaipur,65-70,0
258,162,493,288,Hacking,F,Mysore,55-60,60
362,158,171,201,Food,F,Chandigarh,45-50,23
146,394,216,315,War,M,Chennai,55-60,72
136,444,106,242,War,F,Bangalore,30-35,10
293,283,400,190,Hacking,M,Bangalore,60-65,83
140,457,250,436,War,F,Bangalore,60-65,48
175,399,190,432,Travel,F,Chandigarh,20-25,78
358,449,479,465,Travel,M,Chennai,55-60,0
427,345,128,357,War,M,Mysore,30-35,35
271,303,211,384,Travel,M,Jaipur,20-25,77
275,120,482,309,Banking,M,Delhi,55-60,0
142,283,136,186,Travel,M,Jodhpur,35-40,2
257,224,119,198,Hacking,F,Jodhpur,50-55,88
456,288,481,137,Banking,M,Mumbai,30-35,68
353,163,156,487,Travel,M,Mumbai,20-25,41
135,209,422,180,Food,M,Mumbai,25-30,27
486,319,368,473,Travel,M,Jodhpur,55-60,1
261,233,351,451,Travel,F,Chandigarh,55-60,59
372,225,248,494,Banking,F,Delhi,55-60,24
114,483,131,335,War,F,Bangalore,20-25,54
198,472,188,384,War,M,Bangalore,55-60,88
399,473,371,124,Hacking,M,Mumbai,25-30,9
212,121,306,369,Lifestyle,M,Delhi,35-40,21
326,352,249,359,Travel,F,Jodhpur,35-40,49
431,460,192,228,Travel,M,Chandigarh,60-65,46
294,459,216,123,Banking,F,Chandigarh,60-65,59
112,320,364,366,Food,M,Bangalore,60-65,39
396,287,487,325,Food,M,Bangalore,55-60,70
184,190,406,171,War,F,Chandigarh,65-70,63
281,161,358,121,Food,F,Mysore,65-70,11
196,407,316,199,Lifestyle,F,Pune,65-70,36
204,122,430,229,Lifestyle,F,Chandigarh,30-35,85
236,200,222,233,Food,F,Mysore,65-70,81
380,213,421,301,Lifestyle,M,Jodhpur,45-50,31
128,258,242,286,War,M,Mumbai,30-35,41
454,498,403,114,Food,F,Jodhpur,50-55,66
400,414,487,471,Lifestyle,M,Chandigarh,60-65,39
182,277,395,211,Hacking,F,Bangalore,25-30,9
255,159,173,355,Hacking,F,Chandigarh,65-70,46
367,174,461,193,Food,M,Chennai,30-35,86
483,476,120,347,Food,F,Jaipur,20-25,5
294,495,405,158,Hacking,M,Mumbai,30-35,66
324,236,186,484,War,F,Jodhpur,20-25,27
400,366,154,197,Food,F,Mysore,55-60,4
234,348,204,483,Banking,M,Chennai,20-25,46
309,262,352,159,Travel,M,Bangalore,45-50,4
316,161,188,183,War,M,Delhi,20-25,48
326,311,305,199,Hacking,M,Mumbai,45-50,11
292,283,232,282,War,M,Mysore,30-35,99
233,468,496,105,Banking,M,Chennai,55-60,64
346,375,344,419,War,F,Pune,25-30,58
244,134,104,166,Lifestyle,F,Chennai,50-55,94
339,218,429,227,Travel,M,Bangalore,50-55,77
190,100,179,491,War,M,Pune,45-50,45
286,172,422,258,Lifestyle,F,Mumbai,45-50,89
417,298,125,381,Travel,F,Mumbai,40-45,11
211,290,251,313,Banking,M,Delhi,65-70,5
261,277,221,223,Food,M,Jodhpur,20-25,93
378,258,278,215,Food,M,Mumbai,55-60,88
320,118,414,431,Travel,M,Mumbai,20-25,90
231,220,454,142,Travel,M,Jodhpur,25-30,12
174,250,332,360,Banking,M,Bangalore,45-50,60
234,236,163,486,Hacking,M,Chandigarh,50-55,39
203,419,295,338,Lifestyle,M,Mysore,60-65,82
325,154,450,451,Lifestyle,M,Chennai,25-30,5
211,157,133,115,Food,F,Chandigarh,60-65,91
460,413,191,117,Banking,F,Mysore,65-70,66
466,164,250,278,Food,M,Delhi,40-45,0
374,360,275,468,Lifestyle,M,Jaipur,25-30,17
305,153,436,233,Banking,F,Chennai,60-65,2
340,380,481,143,Lifestyle,F,Jaipur,45-50,35
432,178,155,432,War,M,Chennai,25-30,96
301,291,111,157,Banking,M,Mysore,65-70,44
360,124,440,395,Food,F,Chandigarh,60-65,21
223,287,133,152,Hacking,F,Pune,45-50,52
193,172,464,198,War,M,Jaipur,55-60,12
312,474,243,385,Travel,M,Mumbai,50-55,11
197,352,479,162,Banking,F,Chandigarh,20-25,4
234,421,334,380,War,M,Mumbai,35-40,6
262,282,319,433,Hacking,M,Jodhpur,50-55,39
248,233,170,324,War,M,Jaipur,45-50,27
382,255,241,251,Food,M,Delhi,20-25,62
371,208,245,455,Food,M,Mumbai,50-55,44
265,444,329,472,War,M,Bangalore,55-60,45
185,398,239,447,Lifestyle,F,Mumbai,50-55,18
417,249,214,304,Food,F,Jaipur,55-60,89
262,425,202,368,Food,F,Mumbai,40-45,9
299,490,367,291,Travel,F,Jaipur,40-45,35
151,278,301,390,War,M,Chandigarh,30-35,53
324,179,307,403,Lifestyle,M,Chandigarh,45-50,68
291,183,125,104,War,F,Mumbai,25-30,1
276,430,394,245,Lifestyle,M,Jaipur,20-25,44
394,259,198,236,War,F,Jaipur,65-70,38
244,311,454,349,Travel,M,Mysore,60-65,60
324,468,211,207,Lifestyle,M,Jaipur,25-30,37
326,461,162,110,Lifestyle,M,Chandigarh,30-35,41
236,170,151,308,War,M,Chandigarh,50-55,52
433,482,464,263,Lifestyle,F,Bangalore,60-65,22
253,165,485,128,Hacking,F,Chennai,65-70,32
263,150,194,162,Banking,F,Chandigarh,35-40,14
352,276,458,220,Banking,M,Chandigarh,55-60,92
429,318,207,150,War,F,Chennai,25-30,74
282,356,331,273,Banking,M,Mumbai,60-65,59
213,282,262,162,Travel,F,Jaipur,35-40,22
268,469,343,325,Lifestyle,F,Bangalore,55-60,10
432,159,490,231,Travel,F,Chandigarh,40-45,64
236,435,416,234,Food,F,Mysore,40-45,52
420,441,107,329,Food,F,Jaipur,65-70,27
262,123,349,325,War,F,Bangalore,50-55,50
172,335,445,316,Hacking,M,Chennai,50-55,71
425,161,310,429,Food,F,Mysore,20-25,40
219,487,126,469,Lifestyle,F,Jodhpur,25-30,96
300,339,264,279,Food,M,Jaipur,60-65,21
230,133,401,141,Banking,M,Chennai,65-70,33
395,415,203,347,Food,M,Jodhpur,60-65,61
222,115,469,290,Food,M,Delhi,40-45,27
386,323,249,300,War,F,Delhi,30-35,38
228,444,286,206,War,M,Chennai,20-25,14
345,417,195,216,Hacking,F,Chennai,40-45,31
235,152,156,413,Food,M,Mysore,60-65,89
151,355,132,234,Lifestyle,M,Mysore,35-40,71
334,321,482,467,Banking,M,Chandigarh,35-40,10
469,337,335,325,Food,M,Jodhpur,55-60,4
208,393,143,238,Lifestyle,M,Chennai,30-35,17
429,467,233,289,Lifestyle,M,Jaipur,55-60,57
422,323,104,357,Banking,F,Mumbai,30-35,64
158,146,222,456,Hacking,M,Mysore,30-35,93
356,114,447,282,Banking,F,Chandigarh,50-55,15
348,165,450,388,Hacking,M,Jaipur,20-25,28
174,362,388,290,Travel,M,Bangalore,50-55,65
246,441,293,230,Travel,M,Bangalore,35-40,80
281,335,474,120,Food,M,Jaipur,45-50,42
467,184,278,182,Hacking,M,Delhi,40-45,15
174,409,247,462,War,F,Bangalore,60-65,69
301,108,230,464,Banking,M,Delhi,25-30,13
298,188,306,456,Hacking,M,Delhi,50-55,94
442,499,259,423,Food,M,Mysore,45-50,31
161,248,130,250,Travel,M,Chandigarh,35-40,23
206,306,380,232,Hacking,F,Mysore,55-60,4
236,162,489,229,Lifestyle,F,Delhi,35-40,77
444,358,196,438,Lifestyle,F,Pune,45-50,84
214,320,406,170,Banking,F,Jodhpur,20-25,73
390,377,388,460,Travel,M,Jaipur,55-60,82
305,247,478,411,Travel,M,Chennai,20-25,85
299,341,290,240,Banking,F,Mumbai,20-25,14
247,192,163,441,Lifestyle,F,Chennai,45-50,28
160,116,294,157,Travel,M,Pune,55-60,78
343,374,368,496,Food,F,Chandigarh,50-55,53
246,467,239,113,Travel,M,Pune,20-25,75
256,374,407,384,War,M,Chandigarh,25-30,40
414,256,164,310,Lifestyle,M,Delhi,55-60,97
458,433,166,169,War,M,Mumbai,25-30,42
158,481,458,230,Hacking,M,Pune,55-60,34
439,112,470,147,Travel,F,Chennai,20-25,8
295,462,405,481,Hacking,F,Bangalore,65-70,69
460,466,106,285,War,M,Jodhpur,45-50,2
374,390,333,175,Hacking,F,Mumbai,30-35,74
380,161,240,129,Lifestyle,M,Jodhpur,55-60,57
456,292,287,231,Food,M,Bangalore,60-65,21
383,353,245,427,Banking,F,Mumbai,55-60,68
156,199,389,323,Food,F,Jodhpur,25-30,12
168,285,283,407,Hacking,F,Mysore,45-50,94
108,279,105,287,Banking,F,Pune,65-70,10
267,273,387,252,Hacking,M,Chennai,35-40,75
251,229,397,473,Lifestyle,F,Chennai,35-40,20
338,348,286,131,War,M,Bangalore,30-35,52
417,208,194,282,Banking,F,Jodhpur,60-65,11
151,270,470,478,Banking,M,Mysore,40-45,24
106,128,434,415,Lifestyle,F,Mumbai,65-70,27
358,441,463,163,Food,F,Mumbai,40-45,29
256,441,145,397,War,M,Chennai,45-50,6
119,127,355,377,War,M,Mumbai,40-45,62
322,319,473,211,Lifestyle,F,Bangalore,60-65,42
117,496,358,296,Travel,M,Jaipur,65-70,17
395,360,366,217,Hacking,F,Mumbai,45-50,93
274,405,429,258,Food,F,Jaipur,50-55,38
197,176,471,253,Hacking,F,Mysore,40-45,55
234,284,146,230,Lifestyle,F,Mumbai,35-40,38
111,186,171,466,Travel,M,Jodhpur,40-45,47
453,218,384,111,Food,M,Mumbai,40-45,87
459,358,170,236,Lifestyle,M,Jodhpur,45-50,31
485,306,421,244,Lifestyle,M,Jaipur,55-60,25
289,246,110,160,Food,M,Jodhpur,60-65,83
326,137,113,431,Lifestyle,F,Bangalore,25-30,58
397,162,155,475,Hacking,M,Jaipur,45-50,5
416,463,109,370,Banking,F,Chennai,65-70,1
162,371,424,296,Travel,F,Jodhpur,55-60,50
201,273,348,401,Banking,M,Pune,20-25,35
255,323,161,195,Hacking,M,Chandigarh,60-65,68
330,234,290,227,Food,M,Pune,20-25,46
263,266,473,126,Travel,F,Chennai,40-45,87
164,248,301,313,Hacking,F,Jaipur,40-45,71
351,153,172,110,War,F,Mysore,20-25,54
314,353,406,475,Food,F,Pune,35-40,34
327,406,116,325,Banking,M,Chennai,50-55,37
375,377,453,250,Hacking,M,Chennai,55-60,14
449,438,112,199,Hacking,M,Delhi,35-40,21
134,302,431,213,Hacking,M,Bangalore,50-55,40
379,187,353,218,Banking,M,Chennai,30-35,68
195,363,417,475,Travel,M,Delhi,25-30,49
428,203,266,150,War,F,Mysore,40-45,36
456,109,398,247,Lifestyle,M,Bangalore,45-50,58
458,372,318,370,Food,M,Jaipur,50-55,2
390,405,361,339,Food,M,Mysore,25-30,66
411,223,286,307,Banking,M,Mysore,40-45,1
288,329,147,259,Travel,F,Chennai,30-35,9
132,452,314,104,Hacking,F,Delhi,20-25,82
180,224,205,325,Hacking,M,Chandigarh,35-40,52
118,456,247,288,Hacking,F,Chennai,60-65,16
125,378,209,361,War,M,Jodhpur,35-40,87
325,264,102,483,Lifestyle,M,Delhi,55-60,53
112,381,483,409,Travel,F,Chennai,35-40,84
279,342,355,344,Banking,M,Jodhpur,25-30,91
222,348,234,372,Travel,F,Mumbai,25-30,75
145,418,358,198,War,F,Pune,25-30,29
203,132,421,433,War,M,Jaipur,40-45,55
136,386,275,379,War,F,Chennai,60-65,90
170,435,495,103,Banking,F,Jaipur,35-40,0
338,431,193,466,War,M,Mumbai,55-60,6
126,375,196,233,Food,F,Mumbai,45-50,77
165,415,404,489,Lifestyle,F,Mysore,55-60,71
406,303,330,363,Hacking,M,Delhi,45-50,53
314,361,102,413,Banking,F,Jaipur,45-50,6
118,395,296,162,Hacking,F,Mumbai,55-60,84
310,454,202,187,War,F,Delhi,45-50,33
310,150,468,123,Hacking,M,Mysore,55-60,7
404,418,285,331,War,M,Chennai,50-55,6
192,234,212,123,Travel,M,Chennai,60-65,65
454,384,230,228,Lifestyle,M,Jodhpur,65-70,50
462,489,197,232,Lifestyle,F,Pune,50-55,29
148,109,109,307,Travel,F,Chennai,30-35,63
237,191,451,484,Food,F,Chandigarh,35-40,1
124,236,380,107,Food,M,Mysore,25-30,14
355,415,101,161,War,F,Jaipur,65-70,12
468,275,323,410,War,F,Pune,40-45,74
206,242,251,320,Hacking,M,Chandigarh,50-55,1
111,443,262,360,Hacking,M,Chennai,50-55,54
168,294,351,433,Food,M,Jodhpur,60-65,64
117,467,383,407,Food,F,Chennai,55-60,85
265,206,112,482,Banking,M,Jodhpur,30-35,87
368,423,310,256,Food,F,Mumbai,25-30,44
192,391,310,456,Food,M,Chandigarh,35-40,3
268,403,303,405,Food,M,Jodhpur,55-60,49
451,367,470,342,War,F,Bangalore,20-25,42
410,487,176,228,War,M,Bangalore,40-45,32
409,225,104,190,War,M,Chandigarh,25-30,55
400,376,174,210,Banking,M,Chennai,60-65,39
406,471,313,101,Travel,F,Mumbai,35-40,84
474,337,288,294,Hacking,F,Mysore,40-45,78
145,135,396,338,Banking,M,Delhi,65-70,85
415,155,347,217,Food,F,Pune,45-50,70
225,320,116,233,Lifestyle,F,Jaipur,60-65,10
294,333,476,433,Travel,M,Pune,55-60,1
138,222,452,410,Hacking,F,Bangalore,35-40,99
129,133,231,479,War,F,Chennai,35-40,8
374,374,431,432,Lifestyle,M,Pune,45-50,85
100,420,364,234,Travel,F,Jaipur,20-25,72
141,436,128,472,War,F,Pune,20-25,65
356,359,189,131,Banking,M,Bangalore,30-35,97
431,331,214,244,Hacking,F,Jaipur,30-35,55
130,303,130,316,Hacking,M,Bangalore,25-30,75
284,492,336,231,Lifestyle,F,Pune,40-45,70
185,335,385,418,Food,M,Chandigarh,60-65,7
439,226,378,112,Travel,F,Chennai,30-35,18
116,407,102,329,Lifestyle,M,Chandigarh,20-25,65
439,233,107,417,Banking,F,Mumbai,30-35,13
404,260,193,233,Travel,M,Bangalore,55-60,86
387,102,493,111,Banking,M,Jaipur,50-55,36
209,476,413,126,Travel,F,Jodhpur,65-70,48
232,485,344,197,Travel,M,Mumbai,60-65,91
345,435,129,465,Travel,M,Pune,65-70,86
416,467,171,135,Food,M,Jaipur,20-25,18
366,444,207,134,Lifestyle,M,Jaipur,40-45,14
168,420,291,323,Banking,M,Chennai,35-40,43
424,354,123,160,Food,F,Bangalore,45-50,99
265,212,312,485,War,M,Mysore,25-30,44
406,105,486,496,Travel,F,Chennai,50-55,33
346,334,265,182,Lifestyle,M,Mysore,50-55,38
149,310,224,371,Hacking,M,Jodhpur,50-55,80
220,485,449,119,Banking,F,Mysore,25-30,15
386,124,165,278,Travel,F,Mysore,45-50,39
107,455,252,341,Food,F,Mysore,25-30,60
320,428,329,283,Lifestyle,M,Mysore,25-30,14
230,362,426,261,Banking,M,Delhi,25-30,53
488,204,458,174,Travel,M,Mysore,65-70,68
402,103,213,427,Travel,F,Jaipur,30-35,73
117,101,479,378,Banking,M,Mumbai,65-70,20
427,220,282,389,War,F,Pune,30-35,73
284,357,486,377,Food,F,Chennai,30-35,11
307,206,167,318,Lifestyle,M,Bangalore,35-40,2
482,383,422,411,Hacking,M,Jodhpur,65-70,77
429,495,426,324,War,F,Chandigarh,40-45,55
174,379,291,213,Hacking,M,Jodhpur,30-35,27
385,249,357,337,Banking,M,Mumbai,45-50,41
424,319,176,150,Travel,F,Jodhpur,45-50,35
476,258,182,304,Hacking,M,Mumbai,25-30,76
366,183,205,209,Lifestyle,M,Mysore,35-40,76
197,379,281,353,Banking,F,Mumbai,35-40,90
154,496,284,108,War,F,Mumbai,55-60,6
168,461,194,326,Travel,M,Delhi,45-50,16
110,477,385,338,War,M,Bangalore,50-55,44
358,311,249,381,Hacking,M,Jaipur,40-45,10
322,498,455,440,Food,F,Mysore,25-30,39
207,281,256,422,War,F,Pune,25-30,34
396,277,494,241,Banking,M,Delhi,50-55,89
146,431,156,162,Hacking,F,Mysore,45-50,26
443,316,429,487,Travel,F,Jodhpur,30-35,57
325,140,104,395,Travel,M,Pune,40-45,22
175,125,303,242,War,F,Delhi,20-25,47
173,360,251,408,Travel,M,Chennai,20-25,15
203,252,216,384,Lifestyle,F,Pune,55-60,95
294,480,429,122,Travel,M,Chandigarh,45-50,67
236,376,186,112,Food,M,Mumbai,50-55,46
422,101,215,344,Lifestyle,F,Chennai,40-45,44
410,311,251,147,Food,F,Bangalore,25-30,54
448,358,463,422,Travel,F,Jodhpur,60-65,17
358,247,135,476,Banking,M,Mumbai,50-55,75
313,274,266,175,Banking,F,Chennai,55-60,59
127,202,256,498,Food,M,Chandigarh,55-60,66
472,135,383,478,Lifestyle,M,Chandigarh,60-65,16
335,219,370,408,Travel,F,Jodhpur,55-60,82
289,258,114,209,Banking,F,Mumbai,25-30,85
154,241,119,498,Banking,F,Jaipur,30-35,32
274,333,479,434,War,F,Jaipur,25-30,50
403,317,316,198,Food,M,Chandigarh,40-45,36
149,371,417,163,Hacking,M,Mumbai,50-55,12
153,127,211,131,Banking,F,Mysore,25-30,48
410,385,391,110,Lifestyle,M,Bangalore,55-60,1
222,149,471,303,Hacking,F,Chennai,20-25,2
211,329,113,206,Lifestyle,F,Jodhpur,40-45,52
271,188,187,203,Banking,F,Jaipur,45-50,69
116,474,358,253,Travel,M,Chennai,20-25,64
308,216,143,403,Banking,M,Jodhpur,25-30,29
463,345,167,439,Lifestyle,F,Bangalore,50-55,50
208,240,422,453,Food,M,Bangalore,30-35,94
239,320,460,339,Hacking,M,Jodhpur,35-40,1
229,198,366,210,War,F,Chandigarh,60-65,60
204,482,368,311,Travel,M,Chandigarh,60-65,1
471,238,415,377,Banking,M,Jaipur,35-40,20
283,358,308,221,War,F,Chandigarh,45-50,90
404,227,416,147,War,F,Jaipur,35-40,43
405,243,483,363,War,F,Chandigarh,35-40,0
188,178,220,136,Food,F,Mumbai,45-50,50
162,111,274,202,Travel,F,Bangalore,50-55,19
178,103,210,100,Food,M,Bangalore,50-55,82
273,285,482,431,Travel,M,Mumbai,50-55,77
260,221,153,342,Travel,F,Mysore,30-35,82
379,190,346,106,Food,M,Chandigarh,65-70,86
103,369,151,365,Travel,F,Delhi,35-40,88
496,214,470,466,Lifestyle,M,Mumbai,65-70,58
408,333,225,320,Travel,M,Jaipur,25-30,24
203,361,108,250,Food,M,Jaipur,30-35,15
215,202,474,222,Banking,F,Delhi,50-55,31
300,284,272,493,Travel,F,Mumbai,55-60,86
402,400,170,300,Travel,M,Bangalore,55-60,47
444,305,158,232,Banking,M,Delhi,50-55,59
365,110,321,486,Hacking,M,Jodhpur,65-70,93
314,292,194,378,Banking,M,Pune,20-25,15
148,136,157,261,Hacking,M,Jaipur,20-25,36
205,266,378,499,War,M,Chennai,25-30,41
232,344,159,193,Travel,F,Mysore,50-55,23
225,163,283,165,Lifestyle,M,Mumbai,60-65,95
470,292,402,183,Hacking,F,Mumbai,65-70,48
496,186,461,262,War,F,Delhi,60-65,20
199,319,358,432,Travel,F,Mysore,30-35,69
148,481,402,428,Hacking,M,Chennai,45-50,10
218,222,384,388,War,F,Pune,50-55,76
378,179,227,269,Food,M,Delhi,50-55,41
237,260,396,206,War,F,Jaipur,65-70,69
458,217,146,119,Hacking,M,Delhi,65-70,29
144,406,256,181,Lifestyle,F,Mysore,20-25,6
158,464,157,156,Hacking,M,Bangalore,45-50,60
113,220,195,224,Lifestyle,M,Pune,45-50,99
377,244,443,142,Lifestyle,M,Jodhpur,55-60,94
383,467,106,237,Food,F,Mumbai,20-25,82
350,202,364,217,Food,M,Mumbai,25-30,24
314,211,311,460,War,M,Jaipur,65-70,47
181,147,211,258,Food,F,Mumbai,65-70,17
385,179,394,420,Hacking,F,Pune,35-40,82
307,407,379,109,Banking,M,Pune,60-65,23
398,142,382,437,Lifestyle,F,Chandigarh,40-45,18
359,121,434,142,Hacking,F,Chennai,50-55,31
335,387,406,228,Lifestyle,F,Jaipur,40-45,56
119,199,441,176,Banking,F,Chennai,25-30,80
378,196,140,396,Banking,M,Chandigarh,40-45,91
207,329,281,303,Travel,M,Bangalore,45-50,62
245,127,228,384,Hacking,M,Jaipur,60-65,69
119,408,482,289,Food,M,Pune,20-25,71
480,302,280,407,War,F,Jodhpur,55-60,73
332,134,157,280,Food,F,Chandigarh,25-30,1
499,157,292,361,Travel,F,Bangalore,25-30,55
345,371,349,426,Food,F,Jodhpur,35-40,83
317,340,333,271,Food,F,Chandigarh,50-55,92
362,250,401,358,War,F,Chennai,35-40,79
484,303,154,440,Travel,M,Bangalore,30-35,22
209,408,240,282,Food,M,Chennai,50-55,71
211,455,260,298,Banking,F,Pune,35-40,26
187,118,298,486,Hacking,M,Chennai,40-45,45
319,141,208,251,Banking,F,Pune,50-55,3
